fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,good_quality,fixed_acidity:log_fixed_acidity,volatile_acidity:log_volatile_acidity,citric_acid:log_citric_acid,residual_sugar:log_residual_sugar,chlorides:log_chlorides,free_sulfur_dioxide:log_free_sulfur_dioxide,total_sulfur_dioxide:log_total_sulfur_dioxide,density:log_density,pH:log_pH,sulphates:log_sulphates,alcohol:log_alcohol,fixed_acidity:sq_fixed_acidity,volatile_acidity:sq_volatile_acidity,citric_acid:sq_citric_acid,residual_sugar:sq_residual_sugar,chlorides:sq_chlorides,free_sulfur_dioxide:sq_free_sulfur_dioxide,total_sulfur_dioxide:sq_total_sulfur_dioxide,density:sq_density,pH:sq_pH,sulphates:sq_sulphates,alcohol:sq_alcohol,fixed_acidity:fixed_acidity_recip,volatile_acidity:volatile_acidity_recip,citric_acid:citric_acid_recip,residual_sugar:residual_sugar_recip,chlorides:chlorides_recip,free_sulfur_dioxide:free_sulfur_dioxide_recip,total_sulfur_dioxide:total_sulfur_dioxide_recip,density:density_recip,pH:pH_recip,sulphates:sulphates_recip,alcohol:alcohol_recip
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,1,31.21943626037629,-0.3495414450599577,-0.3159417617561698,3.295836866004329,-0.23412170794750764,93.30172628490571,454.9168651633244,0.0008003199147006955,3.6358076072122736,0.0,28.08699090674585,153.76000000000002,0.24009999999999998,0.3364,9.0,0.010608999999999999,784.0,9801.0,1.00160064,9.985600000000002,1.0,132.25,0.08064516129032258,2.0408163265306123,1.7241379310344829,0.3333333333333333,9.708737864077671,0.03571428571428571,0.010101010101010102,0.9992006394884093,0.3164556962025316,1.0,0.08695652173913043
12.5,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,1.36,9.8,1,31.571608053853197,-0.3564303892276085,-0.33274051528886117,1.9156909827507391,-0.20508495460086648,29.818879797456006,97.65157906960775,-0.00029995499549929184,3.528676678454454,0.4181791916572266,22.367347379629962,156.25,0.07840000000000001,0.2916,5.289999999999999,0.006724000000000001,144.0,841.0,0.9994000900000001,9.672099999999999,1.8496000000000004,96.04000000000002,0.08,3.571428571428571,1.8518518518518516,0.4347826086956522,12.195121951219512,0.08333333333333333,0.034482758620689655,1.000300090027008,0.3215434083601286,0.7352941176470588,0.1020408163265306
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,1,30.51751861121837,-0.36679528486645624,-0.34657359027997264,2.1011249696493595,-0.17939463543907694,23.02585092994046,63.93497119219188,0.0,3.5500389656827402,0.19530703740353653,20.41667205330595,148.83999999999997,0.11560000000000002,0.25,5.76,0.0043560000000000005,100.0,441.0,1.0,9.7344,1.3923999999999999,84.63999999999999,0.0819672131147541,2.941176470588235,2.0,0.4166666666666667,15.15151515151515,0.1,0.047619047619047616,1.0,0.3205128205128205,0.8474576271186441,0.10869565217391305
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,1,25.025052411851025,-0.3643502384359837,-0.3523052040384962,2.6817797871277658,-0.1776689205906225,8.047189562170502,52.02669164213096,-0.0027960763362026033,3.7437297082255774,-0.12115799858015167,27.400270800616735,112.36,0.17639999999999997,0.2304,7.290000000000001,0.0042250000000000005,25.0,324.0,0.9944078399999999,10.3041,0.7569,127.69000000000001,0.09433962264150944,2.380952380952381,2.0833333333333335,0.37037037037037035,15.384615384615383,0.2,0.05555555555555555,1.0028078620136383,0.3115264797507788,1.1494252873563218,0.08849557522123894
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,1,26.03751440266257,-0.3672273305447935,-0.3548606146106754,1.0580159968238143,-0.25217433723294375,10.75055681536833,36.94680261461362,-0.001798379027124278,3.939944145959033,-0.21576155433883568,22.367347379629962,118.81,0.1521,0.22089999999999999,3.24,0.013923999999999999,36.0,196.0,0.9964032399999999,10.889999999999999,0.5625,96.04000000000002,0.09174311926605504,2.564102564102564,2.127659574468085,0.5555555555555556,8.474576271186441,0.16666666666666666,0.07142857142857142,1.0018032458425166,0.30303030303030304,1.3333333333333333,0.1020408163265306
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,1,26.03751440266257,-0.3672273305447935,-0.3548606146106754,1.0580159968238143,-0.25217433723294375,10.75055681536833,36.94680261461362,-0.001798379027124278,3.939944145959033,-0.21576155433883568,22.367347379629962,118.81,0.1521,0.22089999999999999,3.24,0.013923999999999999,36.0,196.0,0.9964032399999999,10.889999999999999,0.5625,96.04000000000002,0.09174311926605504,2.564102564102564,2.127659574468085,0.5555555555555556,8.474576271186441,0.16666666666666666,0.07142857142857142,1.0018032458425166,0.30303030303030304,1.3333333333333333,0.1020408163265306
11.9,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,1,29.470806961398058,-0.32040778334751846,-0.34657359027997264,2.4843297570713347,-0.20508495460086648,10.75055681536833,110.90354888959125,0.0006001799640107299,3.5500389656827402,-0.19379986025282966,25.361608033706105,141.61,0.32489999999999997,0.25,6.760000000000001,0.006724000000000001,36.0,1024.0,1.00120036,9.7344,0.6084,114.48999999999998,0.08403361344537814,1.7543859649122808,2.0,0.3846153846153846,12.195121951219512,0.16666666666666666,0.03125,0.9994003597841296,0.3205128205128205,1.282051282051282,0.09345794392523366
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,0,13.621371043387192,-0.2591604618931395,,1.21952238372755,-0.18110519819260848,147.55517816455745,261.0174877626666,-0.002097793454877271,4.611361843663431,-0.17068403536567855,22.69609409569139,49.0,0.46922500000000006,0.0,3.61,0.004489000000000001,1600.0,3969.0,0.99580441,12.96,0.6561000000000001,98.01,0.14285714285714285,1.4598540145985401,-1.0530633446377986,0.5263157894736842,14.925373134328357,0.025,0.015873015873015872,1.002104419280489,0.2777777777777778,1.2345679012345678,0.10101010101010101
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,1,12.454659683613706,-0.16672224007913863,-0.07824046010856292,2.6817797871277658,-0.18943841951755788,48.16462684895568,119.89625783694949,-0.004489859778235532,4.56579882547714,-0.10371509646779685,30.868070927253978,43.559999999999995,0.664225,0.0004,7.290000000000001,0.005183999999999999,289.0,1156.0,0.99102025,12.8164,0.7921,151.29000000000002,0.15151515151515152,1.2269938650306749,50.0,0.37037037037037035,13.88888888888889,0.058823529411764705,0.029411764705882353,1.0045203415369162,0.27932960893854747,1.1235955056179776,0.08130081300813008
13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,1,36.2204265718516,-0.3495414450599577,-0.26831996962007393,3.295836866004329,-0.22088948808208592,10.75055681536833,40.62075301653315,-0.001399019542346221,3.3378756307880706,-0.06749074433639692,29.818879797456006,190.44000000000003,0.24009999999999998,0.4489000000000001,9.0,0.008649,36.0,225.0,0.99720196,9.1204,0.8649000000000001,144.0,0.07246376811594203,2.0408163265306123,1.4925373134328357,0.3333333333333333,10.75268817204301,0.16666666666666666,0.06666666666666667,1.001401962747847,0.33112582781456956,1.075268817204301,0.08333333333333333
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,1,21.71292574534839,-0.3246983573416476,-0.36306672426591297,2.8829343681072426,-0.21530158292324975,40.62075301653315,176.11750423849838,-0.002097793454877271,3.528676678454454,-0.07671108022392693,23.02585092994046,92.16,0.31360000000000005,0.0961,7.839999999999999,0.007921,225.0,2116.0,0.99580441,9.672099999999999,0.8464,100.0,0.10416666666666667,1.7857142857142856,3.2258064516129035,0.35714285714285715,11.235955056179776,0.06666666666666667,0.021739130434782608,1.002104419280489,0.3215434083601286,1.0869565217391304,0.1
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,1,20.09529716305752,-0.1900261755417869,,2.4843297570713347,-0.22088948808208592,26.376848000782076,93.30172628490571,-0.0005998199639892411,4.072121672556379,-0.12970768517174192,21.062671079194004,82.80999999999999,0.616225,0.0,6.760000000000001,0.008649,121.0,784.0,0.9988003599999999,11.289599999999998,0.7395999999999999,88.36000000000001,0.10989010989010989,1.2738853503184713,1.0530633446377986,0.3846153846153846,10.75268817204301,0.09090909090909091,0.03571428571428571,1.0006003602161297,0.2976190476190476,1.1627906976744187,0.10638297872340426
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,1,25.361608033706105,-0.26831996962007393,-0.3331081011785506,2.6817797871277658,-0.23913712956366467,48.16462684895568,119.89625783694949,0.0004000799893354221,3.8961264254590513,-0.019798653171169075,22.69609409569139,114.48999999999998,0.4489000000000001,0.0484,7.290000000000001,0.011448999999999999,289.0,1156.0,1.0008001599999998,10.758399999999998,0.9603999999999999,98.01,0.09345794392523366,1.4925373134328357,4.545454545454546,0.37037037037037035,9.345794392523365,0.058823529411764705,0.029411764705882353,0.9996001599360256,0.3048780487804878,1.0204081632653061,0.10101010101010101
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,1,20.09529716305752,-0.18238346564060506,,2.4843297570713347,-0.22496708040137287,26.376848000782076,84.71050998855854,-0.0005998199639892411,4.0500171585538665,-0.15465354989893962,21.062671079194004,82.80999999999999,0.6320250000000001,0.0,6.760000000000001,0.009216,121.0,676.0,0.9988003599999999,11.2225,0.6889,88.36000000000001,0.10989010989010989,1.2578616352201257,1.0530633446377986,0.3846153846153846,10.416666666666666,0.09090909090909091,0.038461538461538464,1.0006003602161297,0.29850746268656714,1.2048192771084338,0.10638297872340426
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,0,15.717396532219215,-0.27129887848697815,,2.1011249696493595,-0.21671510477866845,16.635532333438686,55.94434060416236,-0.0025966170668526288,3.87426325065296,-0.22973884373298117,20.739133921480658,59.290000000000006,0.44222500000000003,0.0,5.76,0.0081,64.0,361.0,0.9948067599999999,10.6929,0.5328999999999999,86.49000000000001,0.12987012987012986,1.5037593984962405,-1.0530633446377986,0.4166666666666667,11.11111111111111,0.125,0.05263157894736842,1.0026067776218168,0.3058103975535168,1.36986301369863,0.1075268817204301
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,0,35.13631075349918,-0.3364854843910638,-0.1862206434816452,7.529356405986457,-0.2544316243440109,72.11636696637044,334.47301748273367,0.0018016190288738802,3.6788822057988324,-0.2012508683834938,33.34434164699998,182.25,0.28090000000000004,0.6241000000000001,23.04,0.0144,529.0,5929.0,1.0036032400000001,10.112400000000001,0.5929,169.0,0.07407407407407407,1.8867924528301885,1.2658227848101264,0.20833333333333334,8.333333333333334,0.043478260869565216,0.012987012987012988,0.9982032341784787,0.31446540880503143,1.2987012987012987,0.07692307692307693
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,1,11.03056150419352,-0.32773602713558037,-0.366516292749662,0.47106113126969795,-0.17939463543907694,149.90272995155598,842.4810031935959,-0.008761165918932994,3.83062873811035,-0.31130331782859944,29.470806961398058,37.209999999999994,0.04409999999999999,0.16000000000000003,1.9599999999999997,0.0043560000000000005,1640.25,27225.0,0.9824774399999999,10.5625,0.34809999999999997,141.61,0.1639344262295082,4.761904761904762,2.5,0.7142857142857143,15.15151515151515,0.024691358024691357,0.006060606060606061,1.0088781275221954,0.3076923076923077,1.6949152542372883,0.08403361344537814
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,1,12.744120426859366,-0.21576155433883568,-0.04605170185988091,2.1011249696493595,-0.19898162327881852,48.16462684895568,110.90354888959125,-0.004489859778235532,4.4976639923800015,-0.30152075630701586,32.63289818784732,44.89,0.5625,0.0001,5.76,0.006084,289.0,1024.0,0.99102025,12.6025,0.3721,163.84000000000003,0.14925373134328357,1.3333333333333333,100.0,0.4166666666666667,12.820512820512821,0.058823529411764705,0.03125,1.0045203415369162,0.28169014084507044,1.639344262295082,0.078125
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,0,28.08699090674585,-0.3655552289063513,-0.3400417630514653,3.295836866004329,-0.20205829154466046,97.65157906960775,220.40332518778592,0.00010000499983333064,3.852430656934289,-0.1124933669286987,26.376848000782076,132.25,0.16809999999999997,0.27040000000000003,9.0,0.0064,841.0,3025.0,1.00020001,10.6276,0.7744,121.0,0.08695652173913043,2.4390243902439024,1.923076923076923,0.3333333333333333,12.5,0.034482758620689655,0.01818181818181818,0.9999000099990001,0.3067484662576687,1.1363636363636365,0.09090909090909091
10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,1,24.689440200216517,-0.3643502384359837,-0.2742401930146994,3.191325252537599,-0.24988315019358961,29.818879797456006,97.65157906960775,-0.002995495493237828,3.808857588565732,-0.21576155433883568,28.77718944910341,110.25,0.17639999999999997,0.43560000000000004,8.7025,0.013456000000000001,144.0,841.0,0.994009,10.497600000000002,0.5625,136.89,0.09523809523809523,2.380952380952381,1.5151515151515151,0.3389830508474576,8.620689655172413,0.08333333333333333,0.034482758620689655,1.0030090270812437,0.30864197530864196,1.3333333333333333,0.08547008547008547
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,1,29.470806961398058,-0.36290713022664745,-0.2742401930146994,3.5073465456224118,-0.24158840624607628,23.02585092994046,72.11636696637044,0.0,3.6143177264382564,-0.1381410900731087,24.3547803839322,141.61,0.18489999999999998,0.43560000000000004,9.610000000000001,0.011881,100.0,529.0,1.0,9.9225,0.7224999999999999,108.16000000000001,0.08403361344537814,2.3255813953488373,1.5151515151515151,0.3225806451612903,9.174311926605505,0.1,0.043478260869565216,1.0,0.31746031746031744,1.1764705882352942,0.09615384615384615
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,1,31.924579855863648,-0.36768192997944815,-0.2742401930146994,2.4843297570713347,-0.2138768248763459,23.02585092994046,152.25645473487663,0.0010004998334165066,3.6573291336087297,-0.2622504869521496,22.367347379629962,158.76,0.1444,0.43560000000000004,6.760000000000001,0.007743999999999999,100.0,1681.0,1.0020009999999997,10.0489,0.4624000000000001,96.04000000000002,0.07936507936507936,2.6315789473684212,1.5151515151515151,0.3846153846153846,11.363636363636365,0.1,0.024390243902439025,0.9990009990009991,0.31545741324921134,1.4705882352941175,0.1020408163265306
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,0,17.253900065015696,-0.2496724607571127,-0.33802547311355663,1.3862943611198906,-0.2289509074559072,36.94680261461362,355.9503815284676,-0.0026963517150641733,3.7004667245816427,-0.2496724607571127,21.062671079194004,67.24,0.48999999999999994,0.0529,4.0,0.009801,196.0,6561.0,0.9946072899999999,10.1761,0.48999999999999994,88.36000000000001,0.12195121951219513,1.4285714285714286,4.3478260869565215,0.5,10.1010101010101,0.07142857142857142,0.012345679012345678,1.002707309736288,0.31347962382445144,1.4285714285714286,0.10638297872340426
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,1,18.50515494803137,-0.3593284632979972,-0.36306672426591297,2.4843297570713347,-0.21099308651466211,63.93497119219188,195.6011502714073,-0.001798379027124278,4.094255948507591,-0.0858227183188296,22.69609409569139,73.96,0.2025,0.0961,6.760000000000001,0.007395999999999999,441.0,2500.0,0.9964032399999999,11.356900000000001,0.8281000000000001,98.01,0.11627906976744186,2.2222222222222223,3.2258064516129035,0.3846153846153846,11.627906976744187,0.047619047619047616,0.02,1.0018032458425166,0.29673590504451036,1.0989010989010988,0.10101010101010101
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,0,29.470806961398058,-0.3159417617561698,-0.2742401930146994,2.2907268296853878,-0.18943841951755788,10.75055681536833,133.6039627678363,-0.0007996799146325398,3.4011818513889267,-0.3246983573416476,23.02585092994046,141.61,0.3364,0.43560000000000004,6.25,0.005183999999999999,36.0,1369.0,0.99840064,9.302499999999998,0.31360000000000005,100.0,0.08403361344537814,1.7241379310344829,1.5151515151515151,0.4,13.88888888888889,0.16666666666666666,0.02702702702702703,1.00080064051241,0.3278688524590164,1.7857142857142856,0.1
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,0,31.571608053853197,-0.35720324316953833,-0.29108233954583196,1.3862943611198906,-0.18780035353779834,10.75055681536833,40.62075301653315,-0.0011992797118270545,3.2748674283337595,-0.12115799858015167,23.688354746960297,156.25,0.2116,0.39690000000000003,4.0,0.0050409999999999995,36.0,225.0,0.9976014400000001,8.940100000000001,0.7569,104.03999999999999,0.08,2.1739130434782608,1.5873015873015872,0.5,14.084507042253522,0.16666666666666666,0.06666666666666667,1.001201441730076,0.33444816053511706,1.1494252873563218,0.09803921568627452
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,1,32.63289818784732,-0.2989718018730058,-0.2742401930146994,10.195575921803767,-0.20657991770839976,13.621371043387192,156.9821239679015,0.0022024182272828733,3.443550114109254,-0.22973884373298117,23.02585092994046,163.84000000000003,0.378225,0.43560000000000004,33.64,0.006889000000000001,49.0,1764.0,1.0044048399999999,9.4249,0.5328999999999999,100.0,0.078125,1.6260162601626016,1.5151515151515151,0.1724137931034483,12.048192771084336,0.14285714285714285,0.023809523809523808,0.9978048293753742,0.32573289902280134,1.36986301369863,0.1
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,1,23.02585092994046,-0.3643502384359837,-0.34657359027997264,4.160836467515193,-0.23913712956366467,13.621371043387192,63.93497119219188,-0.002097793454877271,3.852430656934289,-0.06749074433639692,29.123574471365107,100.0,0.17639999999999997,0.25,11.559999999999999,0.011448999999999999,49.0,441.0,0.99580441,10.6276,0.8649000000000001,139.24,0.1,2.380952380952381,2.0,0.29411764705882354,9.345794392523365,0.14285714285714285,0.047619047619047616,1.002104419280489,0.3067484662576687,1.075268817204301,0.0847457627118644
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,1,32.63289818784732,-0.2989718018730058,-0.2742401930146994,10.195575921803767,-0.20657991770839976,13.621371043387192,156.9821239679015,0.0022024182272828733,3.443550114109254,-0.22973884373298117,23.02585092994046,163.84000000000003,0.378225,0.43560000000000004,33.64,0.006889000000000001,49.0,1764.0,1.0044048399999999,9.4249,0.5328999999999999,100.0,0.078125,1.6260162601626016,1.5151515151515151,0.1724137931034483,12.048192771084336,0.14285714285714285,0.023809523809523808,0.9978048293753742,0.32573289902280134,1.36986301369863,0.1
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,0,24.3547803839322,-0.3181965119562523,-0.30152075630701586,2.4843297570713347,-0.19585366734088128,26.376848000782076,76.2732919283507,0.0,3.6358076072122736,-0.2560339401596741,19.775021196025975,108.16000000000001,0.33062499999999995,0.3721,6.760000000000001,0.005776,121.0,576.0,1.0,9.985600000000002,0.4760999999999999,81.0,0.09615384615384615,1.7391304347826089,1.639344262295082,0.3846153846153846,13.157894736842106,0.09090909090909091,0.041666666666666664,1.0,0.3164556962025316,1.4492753623188408,0.1111111111111111
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,0,24.02108212092658,-0.36679528486645624,-0.3400417630514653,2.8829343681072426,-0.292377321205143,40.62075301653315,323.81160851522327,-0.00019997999866651128,3.6788822057988324,-0.28562374568218846,21.062671079194004,106.09000000000002,0.11560000000000002,0.27040000000000003,7.839999999999999,0.025281,225.0,5625.0,0.99960004,10.112400000000001,0.4096,88.36000000000001,0.0970873786407767,2.941176470588235,1.923076923076923,0.35714285714285715,6.289308176100628,0.06666666666666667,0.013333333333333334,1.0002000400080016,0.31446540880503143,1.5625,0.10638297872340426
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,1,21.062671079194004,-0.3535199963956158,-0.3364854843910638,2.1011249696493595,-0.19267307374756956,10.75055681536833,52.02669164213096,-0.0037927708372508407,3.7220825913781788,0.1381059249784015,29.818879797456006,88.36000000000001,0.0729,0.28090000000000004,5.76,0.005475999999999999,36.0,324.0,0.9924144399999999,10.240000000000002,1.2768999999999997,144.0,0.10638297872340426,3.7037037037037033,1.8867924528301885,0.4166666666666667,13.513513513513514,0.16666666666666666,0.05555555555555555,1.003814495081309,0.3125,0.8849557522123894,0.08333333333333333
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,0,13.327497740062176,-0.2049277755440349,-0.07824046010856292,1.9156909827507391,-0.17417109481320805,124.43718215212947,261.0174877626666,-0.002496872392573181,4.543059176975825,-0.19379986025282966,22.69609409569139,47.61000000000001,0.585225,0.0004,5.289999999999999,0.003969,1225.0,3969.0,0.9950062500000001,12.7449,0.6084,98.01,0.14492753623188406,1.3071895424836601,50.0,0.4347826086956522,15.873015873015873,0.02857142857142857,0.015873015873015872,1.0025062656641603,0.2801120448179272,1.282051282051282,0.10101010101010101
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,1,16.32821579983651,-0.34250792535363495,-0.366516292749662,0.7520058067931771,-0.1614146009418313,26.376848000782076,80.47189562170502,-0.003294549000597684,3.983883079322278,-0.12115799858015167,18.82091032324668,62.410000000000004,0.0576,0.16000000000000003,2.5600000000000005,0.0031360000000000003,121.0,625.0,0.99341089,11.0224,0.7569,75.68999999999998,0.12658227848101264,4.166666666666667,2.5,0.625,17.857142857142858,0.09090909090909091,0.04,1.0033109260559847,0.30120481927710846,1.1494252873563218,0.1149425287356322
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,1,20.09529716305752,-0.3564303892276085,-0.3523052040384962,1.0580159968238143,-0.18110519819260848,84.71050998855854,176.11750423849838,-0.003294549000597684,3.983883079322278,0.04078954167941259,25.025052411851025,82.80999999999999,0.07840000000000001,0.2304,3.24,0.004489000000000001,676.0,2116.0,0.99341089,11.0224,1.0816000000000001,112.36,0.10989010989010989,3.571428571428571,2.0833333333333335,0.5555555555555556,14.925373134328357,0.038461538461538464,0.021739130434782608,1.0033109260559847,0.30120481927710846,0.9615384615384615,0.09433962264150944
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,0,14.81095200155492,-0.32881035041559126,-0.3331081011785506,1.7346061928013947,-0.23789751559622746,29.818879797456006,307.919960569156,-0.004091583489560564,3.4011818513889267,-0.29108233954583196,20.41667205330595,54.760000000000005,0.30250000000000005,0.0484,4.840000000000001,0.011236,144.0,5184.0,0.99181681,9.302499999999998,0.39690000000000003,84.63999999999999,0.13513513513513511,1.8181818181818181,4.545454545454546,0.45454545454545453,9.433962264150944,0.08333333333333333,0.013888888888888888,1.0041168792047395,0.3278688524590164,1.5873015873015872,0.10869565217391305
14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,1,36.94680261461362,-0.3655552289063513,-0.29108233954583196,5.073004053582892,-0.21530158292324975,10.75055681536833,180.95693728037276,0.0014009795429865992,3.316839637069961,-0.17068403536567855,25.699098248605882,196.0,0.16809999999999997,0.39690000000000003,14.44,0.007921,36.0,2209.0,1.0028019600000002,9.060099999999998,0.6561000000000001,116.64000000000001,0.07142857142857142,2.4390243902439024,1.5873015873015872,0.2631578947368421,11.235955056179776,0.16666666666666666,0.02127659574468085,0.9986019572598361,0.33222591362126247,1.2345679012345678,0.09259259259259259
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,1,28.08699090674585,-0.33274051528886117,-0.24316811935221094,6.519059980066549,-0.25884674045876044,10.75055681536833,40.62075301653315,-0.001598719316786721,3.316839637069961,-0.15465354989893962,29.123574471365107,132.25,0.2916,0.5041,19.360000000000003,0.015375999999999999,36.0,225.0,0.9968025599999999,9.060099999999998,0.6889,139.24,0.08695652173913043,1.8518518518518516,1.4084507042253522,0.22727272727272727,8.064516129032258,0.16666666666666666,0.06666666666666667,1.001602564102564,0.33222591362126247,1.2048192771084338,0.0847457627118644
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,1,28.08699090674585,-0.3593284632979972,-0.34657359027997264,3.295836866004329,-0.19898162327881852,55.94434060416236,180.95693728037276,0.00030004499550064184,3.852430656934289,0.11583961700990958,26.376848000782076,132.25,0.2025,0.25,9.0,0.006084,361.0,2209.0,1.0006000899999998,10.6276,1.2321000000000002,121.0,0.08695652173913043,2.2222222222222223,2.0,0.3333333333333333,12.820512820512821,0.05263157894736842,0.02127659574468085,0.9997000899730081,0.3067484662576687,0.9009009009009008,0.09090909090909091
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,1,21.062671079194004,-0.3535199963956158,-0.3364854843910638,2.1011249696493595,-0.19267307374756956,10.75055681536833,52.02669164213096,-0.0037927708372508407,3.7220825913781788,0.1381059249784015,29.818879797456006,88.36000000000001,0.0729,0.28090000000000004,5.76,0.005475999999999999,36.0,324.0,0.9924144399999999,10.240000000000002,1.2768999999999997,144.0,0.10638297872340426,3.7037037037037033,1.8867924528301885,0.4166666666666667,13.513513513513514,0.16666666666666666,0.05555555555555555,1.003814495081309,0.3125,0.8849557522123894,0.08333333333333333
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,1,27.743192251565127,-0.29375226827858475,-0.2742401930146994,11.312205610716484,-0.2138768248763459,10.75055681536833,76.2732919283507,-0.0011992797118270545,3.528676678454454,-0.009949832494966436,34.417261668528525,129.96,0.390625,0.43560000000000004,38.440000000000005,0.007743999999999999,36.0,576.0,0.9976014400000001,9.672099999999999,0.9801,176.89000000000001,0.08771929824561403,1.6,1.5151515151515151,0.16129032258064516,11.363636363636365,0.16666666666666666,0.041666666666666664,1.001201441730076,0.3215434083601286,1.0101010101010102,0.07518796992481203
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,1,17.564920772861186,-0.3643502384359837,-0.36768192997944815,2.2907268296853878,-0.22225928669094056,76.2732919283507,245.66067373332604,-0.002097793454877271,3.9618985068774957,-0.2496724607571127,25.699098248605882,68.89000000000001,0.17639999999999997,0.1444,6.25,0.008836,576.0,3600.0,0.99580441,10.956100000000001,0.48999999999999994,116.64000000000001,0.12048192771084336,2.380952380952381,2.6315789473684212,0.4,10.638297872340425,0.041666666666666664,0.016666666666666666,1.002104419280489,0.3021148036253776,1.4285714285714286,0.09259259259259259
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,1,17.564920772861186,-0.35023914847131843,-0.3643502384359837,1.3862943611198906,-0.20205829154466046,26.376848000782076,88.9875953821169,-0.0025966170668526288,3.7437297082255774,-0.17851484105136775,21.062671079194004,68.89000000000001,0.06760000000000001,0.17639999999999997,4.0,0.0064,121.0,729.0,0.9948067599999999,10.3041,0.6400000000000001,88.36000000000001,0.12048192771084336,3.846153846153846,2.380952380952381,0.5,12.5,0.09090909090909091,0.037037037037037035,1.0026067776218168,0.3115264797507788,1.25,0.10638297872340426
